Volatility Foundation Volatility Framework 2.6
**************************************************
SharedInfo: 0xfffff960003be520, SessionId: 0 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x2000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
0xfffff900c0613540            0x20022 TYPE_WINDOW             0       1552   2504
0xfffff900c00e7440            0x10023 TYPE_CURSOR             0     -------- 2760
0xfffff900c0613a50            0x20024 TYPE_WINDOW             0       1552   2504
0xfffff900c00e8490            0x10025 TYPE_CURSOR             0     -------- 2760
0xfffff900c0613ba0            0x20026 TYPE_WINDOW             0       1552   2504
0xfffff900c00ea4e0            0x10027 TYPE_CURSOR             0     -------- 2760
0xfffff900c1bcc980            0x20028 TYPE_CURSOR             0     -------- 2760
0xfffff900c00ea260            0x10029 TYPE_CURSOR             0     -------- 2760
0xfffff900c1bc82c0            0x2002a TYPE_CURSOR             0     -------- 2760
0xfffff900c00eb6f0            0x1002b TYPE_CURSOR             0     -------- 2760
0xfffff900c200d780            0x1002c TYPE_CURSOR             0     -------- 2760
0xfffff900c00f06f0            0x1002d TYPE_CURSOR             0     -------- 2760
0xfffff900c203d780            0x1002e TYPE_CURSOR             0     -------- 2760
0xfffff900c00f0470            0x1002f TYPE_CURSOR             0     -------- 2760
0xfffff900c2045480            0x10030 TYPE_CURSOR             0     -------- 2760
0xfffff900c00f28d0            0x10031 TYPE_CURSOR             0     -------- 2760
0xfffff900c211d960            0x10032 TYPE_CURSOR             0     -------- 2760
0xfffff900c00f2650            0x10033 TYPE_CURSOR             0     -------- 2760
0xfffff900c1ad4750            0x10034 TYPE_CURSOR             0     -------- 2760
0xfffff900c00ca4f0            0x10035 TYPE_KBDFILE            0     -------- -
0xfffff900c1aafab0            0x10036 TYPE_CURSOR             0     -------- 2760
0xfffff900c014e2f0            0x10037 TYPE_KBDLAYOUT          0     -------- -
0xfffff900c1afee80            0x10038 TYPE_CURSOR             0     -------- 2760
0xfffff900c1b45d90            0x1003a TYPE_CURSOR             0     -------- 2760
0xfffff900c0601510            0x3003c TYPE_WINDOW             0       2332   2908
0xfffff900c0601700            0x1003e TYPE_WINDOW             0       2332   2908
0xfffff900c0601d20            0x10040 TYPE_WINDOW             0       2512   3004
0xfffff900c06022f0            0x20042 TYPE_WINDOW             0       2872   2504
0xfffff900c01d7010            0x20043 TYPE_TIMER              0     -------- 2760
0xfffff900c0602470            0x10044 TYPE_WINDOW             0       2872   2504
0xfffff900c01da9f0            0x40045 TYPE_CURSOR             0     -------- 2760
0xfffff900c0602880            0x10046 TYPE_WINDOW             0       2872   2504
0xfffff900c01fba20            0x20047 TYPE_CURSOR             0     -------- 2760
0xfffff900c0602ad0            0x10048 TYPE_WINDOW             0       2872   2504
0xfffff900c0146e30            0x20049 TYPE_CURSOR             0     -------- 2760
0xfffff900c0602d50            0x1004a TYPE_WINDOW             0       2872   2504
0xfffff900c014d7f0            0x2004b TYPE_CURSOR             0     -------- 2760
0xfffff900c0602f90            0x1004c TYPE_WINDOW             0       1176   2504
0xfffff900c014cec0            0x2004d TYPE_CURSOR             0     -------- 2760
0xfffff900c0603210            0x1004e TYPE_WINDOW             0       1176   2504
0xfffff900c014d190            0x2004f TYPE_CURSOR             0     -------- 2760
0xfffff900c06033b0            0x10050 TYPE_WINDOW             0       1176   2504
0xfffff900c01d4ce0            0x20051 TYPE_CURSOR             0     -------- 2760
0xfffff900c0603680            0x10052 TYPE_WINDOW             0       1176   2504
0xfffff900c01d7210            0x20053 TYPE_CURSOR             0     -------- 2760
0xfffff900c0603910            0x10054 TYPE_WINDOW             0       2484   2908
0xfffff900c01a3b30            0x20055 TYPE_CURSOR             0     -------- 2760
0xfffff900c0603a40            0x10056 TYPE_WINDOW             0       2484   2908
0xfffff900c01a3560            0x20057 TYPE_CURSOR             0     -------- 2760
0xfffff900c0603bc0            0x10058 TYPE_WINDOW             0       1176   2504
0xfffff900c01a32e0            0x20059 TYPE_CURSOR             0     -------- 2760
0xfffff900c0603ec0            0x1005a TYPE_WINDOW             0       1176   2504
0xfffff900c01a56f0            0x2005b TYPE_CURSOR             0     -------- 2760
0xfffff900c0604360            0x1005c TYPE_WINDOW             0       1176   2504
0xfffff900c01a5470            0x2005d TYPE_CURSOR             0     -------- 2760
0xfffff900c06044a0            0x1005e TYPE_WINDOW             0       1176   2504
0xfffff900c01a78d0            0x2005f TYPE_CURSOR             0     -------- 2760
0xfffff900c0604600            0x10060 TYPE_WINDOW             0       1176   2504
0xfffff900c01a7300            0x20061 TYPE_CURSOR             0     -------- 2760
0xfffff900c0604840            0x10062 TYPE_WINDOW             0       1176   2504
0xfffff900c01a7260            0x20063 TYPE_CURSOR             0     -------- 2760
0xfffff900c0604af0            0x10064 TYPE_WINDOW             0       1176   2504
0xfffff900c01a9510            0x20065 TYPE_CURSOR             0     -------- 2760
0xfffff900c0604d20            0x10066 TYPE_WINDOW             0       1176   2504
0xfffff900c1b46d90            0xa0067 TYPE_CURSOR             0     -------- 2760
0xfffff900c0604f40            0x10068 TYPE_WINDOW             0       1176   2504
0xfffff900c01bd8d0            0xf0069 TYPE_CURSOR             0     -------- 2504
0xfffff900c0605100            0x1006a TYPE_WINDOW             0       1176   2504
0xfffff900c01bd300            0x7006b TYPE_CURSOR             0     -------- 2504
0xfffff900c0605320            0x1006c TYPE_WINDOW             0       1176   2504
0xfffff900c1be97e0            0x3006d TYPE_TIMER              0     -------- 2504
0xfffff900c0605540            0x1006e TYPE_WINDOW             0       1176   2504
0xfffff900c1bf3400            0x2006f TYPE_TIMER              0     -------- 2504
0xfffff900c0605720            0x10070 TYPE_WINDOW             0       1176   2504
0xfffff900c0606af0            0x20071 TYPE_INPUTCONTEXT       0       2144   2504
0xfffff900c06058d0            0x10072 TYPE_WINDOW             0       1176   2504
0xfffff900c1b88260            0x30073 TYPE_TIMER              0     -------- 2504
0xfffff900c0605a90            0x10074 TYPE_WINDOW             0       1176   2504
0xfffff900c1aba360            0x20075 TYPE_WINEVENTHOOK       0       1176   2504
0xfffff900c0605c30            0x10076 TYPE_WINDOW             0       1176   2504
0xfffff900c0615090           0x130077 TYPE_MENU               0     -------- 2760
0xfffff900c0605da0            0x10078 TYPE_WINDOW             0       1176   2504
0xfffff900c0603810            0x20079 TYPE_INPUTCONTEXT       0       2484   2908
0xfffff900c0605f10            0x1007a TYPE_WINDOW             0       1176   2504
0xfffff900c0603550            0x2007b TYPE_INPUTCONTEXT       0       808    2504
0xfffff900c0606080            0x1007c TYPE_WINDOW             0       1176   2504
0xfffff900c0602f40            0x2007d TYPE_INPUTCONTEXT       0       1176   2504
0xfffff900c06061f0            0x1007e TYPE_WINDOW             0       1176   2504
0xfffff900c01d53f0            0x7007f TYPE_CURSOR             0     -------- 2504
0xfffff900c0606640            0x10080 TYPE_WINDOW             0       1176   2504
0xfffff900c1b3fcf0            0x20081 TYPE_DDEACCESS          0       2872   2504
0xfffff900c0606830            0x10082 TYPE_WINDOW             0       1176   2504
0xfffff900c0601f20            0x20083 TYPE_INPUTCONTEXT       0       2872   2504
0xfffff900c06069b0            0x10084 TYPE_WINDOW             0       1176   2504
0xfffff900c0601a60            0x20085 TYPE_INPUTCONTEXT       0       2512   3004
0xfffff900c0606b40            0x10086 TYPE_WINDOW             0       2144   2504
0xfffff900c0606d90            0x10088 TYPE_WINDOW             0       1176   2504
0xfffff900c0601240            0x20089 TYPE_INPUTCONTEXT       0       2332   2908
0xfffff900c0606f80            0x1008a TYPE_WINDOW             0       1176   2504
0xfffff900c06011d0            0x7008b TYPE_INPUTCONTEXT       0       160    2908
0xfffff900c06070c0            0x1008c TYPE_WINDOW             0       1176   2504
0xfffff900c0613210            0xf008d TYPE_INPUTCONTEXT       0       1552   2504
0xfffff900c06073e0            0x1008e TYPE_WINDOW             0       1176   2504
0xfffff900c00e54f0            0x1008f TYPE_TIMER              0     -------- 2760
0xfffff900c0608880            0x50090 TYPE_WINDOW             0       1176   2504
0xfffff900c0582600           0x110091 TYPE_MONITOR            0     -------- -
0xfffff900c06076b0            0x50092 TYPE_WINDOW             0       1176   2504
0xfffff900c2056100           0x100093 TYPE_TIMER              0     -------- 2504
0xfffff900c01bb470            0x50094 TYPE_CURSOR             0     -------- 2504
0xfffff900c0628b00            0x60095 TYPE_INPUTCONTEXT       0       732    2504
0xfffff900c06081e0            0x50096 TYPE_WINDOW             0       1176   2504
0xfffff900c1b0e3f0           0x1b0097 TYPE_CURSOR             0     -------- 2760
0xfffff900c0608e70            0x50098 TYPE_WINDOW             0       1176   2504
0xfffff900c1b12100            0x20099 TYPE_CURSOR             0     -------- 2760
0xfffff900c0608ce0            0x5009a TYPE_WINDOW             0       1176   2504
0xfffff900c1a2b100            0x8009b TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c06142a0            0x6009c TYPE_WINDOW             0       1552   2504
0xfffff900c0615130            0x2009d TYPE_MENU               0     -------- 2760
0xfffff900c0608a90            0x3009e TYPE_WINDOW             0       2144   2504
0xfffff900c1b21350            0x3009f TYPE_CURSOR             0     -------- 2760
0xfffff900c0614110            0x200a0 TYPE_WINDOW             0       1552   2504
0xfffff900c1b2fa70            0x100a1 TYPE_CURSOR             0     -------- 2760
0xfffff900c1fea360            0x100a2 TYPE_TIMER              0     -------- 2504
0xfffff900c1b53620            0x100a3 TYPE_CURSOR             0     -------- 2760
0xfffff900c0608e20            0x700a4 TYPE_INPUTCONTEXT       0       1312   2504
0xfffff900c1b78260            0x100a5 TYPE_CURSOR             0     -------- 2760
0xfffff900c0611af0            0x300a6 TYPE_WINDOW             0       1176   2504
0xfffff900c1b688a0            0x100a7 TYPE_CURSOR             0     -------- 2760
0xfffff900c0608490            0x300a8 TYPE_WINDOW             0       1176   2504
0xfffff900c1b72730            0x100a9 TYPE_CURSOR             0     -------- 2760
0xfffff900c06085c0            0x100aa TYPE_WINDOW             0       1176   2504
0xfffff900c1ab73a0            0x300ab TYPE_CURSOR             0     -------- 2504
0xfffff900c0608fd0            0x100ac TYPE_WINDOW             0       1176   2504
0xfffff900c01bb6f0            0x100ad TYPE_CURSOR             0     -------- 2504
0xfffff900c0609100            0x200ae TYPE_WINDOW             0       1176   2504
0xfffff900c227d260            0x300af TYPE_TIMER              0     -------- 2504
0xfffff900c0609250            0x200b0 TYPE_WINDOW             0       1176   2504
0xfffff900c060b4b0            0x100b1 TYPE_CALLPROC           0     -------- 2504
0xfffff900c06093b0            0x100b2 TYPE_WINDOW             0       1176   2504
0xfffff900c01b92e0            0x100b3 TYPE_CURSOR             0     -------- 2504
0xfffff900c0609540            0x100b4 TYPE_WINDOW             0       1176   2504
0xfffff900c01b9560            0x100b5 TYPE_CURSOR             0     -------- 2504
0xfffff900c06096b0            0x100b6 TYPE_WINDOW             0       1176   2504
0xfffff900c01b9b30            0x100b7 TYPE_CURSOR             0     -------- 2504
0xfffff900c0609910            0x100b8 TYPE_WINDOW             0       1176   2504
0xfffff900c01b73d0            0x100b9 TYPE_CURSOR             0     -------- 2504
0xfffff900c0609b00            0x100ba TYPE_WINDOW             0       1176   2504
0xfffff900c2020480            0x100bb TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c0609de0            0x100bc TYPE_WINDOW             0       1176   2504
0xfffff900c0611df0            0x200bd TYPE_INPUTCONTEXT       0       2560   2304
0xfffff900c060a090            0x100be TYPE_WINDOW             0       1176   2504
0xfffff900c01b79a0            0x100bf TYPE_CURSOR             0     -------- 2504
0xfffff900c060a220            0x200c0 TYPE_WINDOW             0       1176   2504
0xfffff900c01b7f70            0x100c1 TYPE_CURSOR             0     -------- 2504
0xfffff900c060a4c0            0x100c2 TYPE_WINDOW             0       1176   2504
0xfffff900c00c7810            0x200c3 TYPE_TIMER              0     -------- 2760
0xfffff900c060a5f0            0x100c4 TYPE_WINDOW             0       1176   2504
0xfffff900c0626b40            0x300c5 TYPE_INPUTCONTEXT       0       2788   2504
0xfffff900c060a790            0x100c6 TYPE_WINDOW             0       1176   2504
0xfffff900c2247260            0x100c7 TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c060a8d0            0x100c8 TYPE_WINDOW             0       1176   2504
0xfffff900c1ac4360            0x100c9 TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c060aa00            0x100ca TYPE_WINDOW             0       1176   2504
0xfffff900c1b5c640            0x100cb TYPE_TIMER              0     -------- 2504
0xfffff900c060ab40            0x100cc TYPE_WINDOW             0       1176   2504
0xfffff900c06040f0            0x100cd TYPE_INPUTCONTEXT       0       3060   2504
0xfffff900c060ad40            0x100ce TYPE_WINDOW             0       1176   2504
0xfffff900c1b80f80            0x300cf TYPE_TIMER              0     -------- 2504
0xfffff900c060af20            0x100d0 TYPE_WINDOW             0       1176   2504
0xfffff900c0608c70            0x200d1 TYPE_INPUTCONTEXT       0       2876   2504
0xfffff900c060b140            0x100d2 TYPE_WINDOW             0       1176   2504
0xfffff900c00e4b90            0x200d3 TYPE_TIMER              0     -------- 2504
0xfffff900c060b350            0x100d4 TYPE_WINDOW             0       1176   2504
0xfffff900c060dbb0            0x300d5 TYPE_INPUTCONTEXT       0       800    2504
0xfffff900c060b720            0x100d6 TYPE_WINDOW             0       1176   2504
0xfffff900c060d660            0x300d7 TYPE_INPUTCONTEXT       0       2120   2504
0xfffff900c060b910            0x100d8 TYPE_WINDOW             0       1176   2504
0xfffff900c1bed700            0xb00d9 TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c060ba50            0x100da TYPE_WINDOW             0       1176   2504
0xfffff900c060bb90            0x100dc TYPE_WINDOW             0       1176   2504
0xfffff900c060dd90            0x200dd TYPE_INPUTCONTEXT       0       1960   2304
0xfffff900c060bd60            0x100de TYPE_WINDOW             0       1176   2504
0xfffff900c060e4a0            0x200df TYPE_INPUTCONTEXT       0       2340   2504
0xfffff900c060bea0            0x100e0 TYPE_WINDOW             0       1176   2504
0xfffff900c060e510            0x100e1 TYPE_INPUTCONTEXT       0       3012   2908
0xfffff900c060c0e0            0x100e2 TYPE_WINDOW             0       1176   2504
0xfffff900c01b57e0            0x100e3 TYPE_CURSOR             0     -------- 2908
0xfffff900c060c230            0x100e4 TYPE_WINDOW             0       1176   2504
0xfffff900c060e660            0x100e5 TYPE_MENU               0     -------- 2304
0xfffff900c060c480            0x100e6 TYPE_WINDOW             0       1176   2504
0xfffff900c060e700            0x100e7 TYPE_MENU               0     -------- 2304
0xfffff900c060c5c0            0x100e8 TYPE_WINDOW             0       1176   2504
0xfffff900c060f530            0x100e9 TYPE_INPUTCONTEXT       0       1084   2908
0xfffff900c060c700            0x100ea TYPE_WINDOW             0       1176   2504
0xfffff900c01b33d0            0x100eb TYPE_CURSOR             0     -------- 2908
0xfffff900c060c870            0x100ec TYPE_WINDOW             0       1176   2504
0xfffff900c1b84fa0            0x200ed TYPE_WINEVENTHOOK       0       1960   2304
0xfffff900c060ca30            0x100ee TYPE_WINDOW             0       1176   2504
0xfffff900c060fdf0            0x200ef TYPE_INPUTCONTEXT       0       2232   2304
0xfffff900c060cf30            0x100f0 TYPE_WINDOW             0       2872   2504
0xfffff900c06100a0            0x100f1 TYPE_MENU               0     -------- 2304
0xfffff900c060d6b0            0x100f2 TYPE_WINDOW             0       2876   2504
0xfffff900c0610140            0x100f3 TYPE_MENU               0     -------- 2304
0xfffff900c060d8a0            0x100f4 TYPE_WINDOW             0       2872   2504
0xfffff900c0610c30            0x100f5 TYPE_INPUTCONTEXT       0       2352   2304
0xfffff900c060d9e0            0x100f6 TYPE_WINDOW             0       2872   2504
0xfffff900c0610ca0            0x100f7 TYPE_INPUTCONTEXT       0       2772   2304
0xfffff900c060d070            0x100f8 TYPE_WINDOW             0       2872   2504
0xfffff900c01b3650            0x100f9 TYPE_CURSOR             0     -------- 2304
0xfffff900c060d1b0            0x100fa TYPE_WINDOW             0       2872   2504
0xfffff900c06261f0            0x200fc TYPE_WINDOW             0       1552   2504
0xfffff900c060d4c0            0x100fe TYPE_WINDOW             0       2876   2504
0xfffff900c1fed490            0x100ff TYPE_CLIPDATA           0     -------- -
0xfffff900c060dc10            0x10100 TYPE_WINDOW             0       2876   2504
0xfffff900c2303b90           0x100101 TYPE_CURSOR             0     -------- 1512
0xfffff900c060e070            0x10102 TYPE_WINDOW             0       1960   2304
0xfffff900c0612360            0x60103 TYPE_INPUTCONTEXT       0       2344   2504
0xfffff900c060e1a0            0x10104 TYPE_WINDOW             0       2872   2504
0xfffff900c0611690            0x10105 TYPE_INPUTCONTEXT       0       3056   2504
0xfffff900c060e300            0x10106 TYPE_WINDOW             0       2872   2504
0xfffff900c1f64420            0x20107 TYPE_CURSOR             0     -------- 2504
0xfffff900c060f1d0            0x10108 TYPE_WINDOW             0       1960   2304
0xfffff900c1ad98a0            0x20109 TYPE_CURSOR             0     -------- 2504
0xfffff900c060f580            0x1010a TYPE_WINDOW             0       1084   2908
0xfffff900c061f580            0x5010b TYPE_INPUTCONTEXT       0       1992   2504
0xfffff900c060f710            0x1010c TYPE_WINDOW             0       1084   2908
0xfffff900c060f980            0x1010e TYPE_WINDOW             0       1084   2908
0xfffff900c0620320            0x5010f TYPE_INPUTCONTEXT       0       2940   2504
0xfffff900c060fc20            0x10110 TYPE_WINDOW             0       1960   2304
0xfffff900c0616330            0x10111 TYPE_MENU               0     -------- 2504
0xfffff900c060ff30            0x10112 TYPE_WINDOW             0       1960   2304
0xfffff900c06163d0            0x10113 TYPE_MENU               0     -------- 2504
0xfffff900c0610dd0            0x10114 TYPE_WINDOW             0       2772   2304
0xfffff900c0616db0            0x10115 TYPE_MENU               0     -------- 2504
0xfffff900c0610f50            0x10116 TYPE_WINDOW             0       2772   2304
0xfffff900c0617320            0x10117 TYPE_MENU               0     -------- 2504
0xfffff900c06110d0            0x10118 TYPE_WINDOW             0       2772   2304
0xfffff900c06173c0            0x10119 TYPE_MENU               0     -------- 2504
0xfffff900c0611380            0x1011a TYPE_WINDOW             0       2772   2304
0xfffff900c0617de0            0x1011b TYPE_MENU               0     -------- 2504
0xfffff900c0611550            0x1011c TYPE_WINDOW             0       2872   2504
0xfffff900c06183a0            0x1011d TYPE_MENU               0     -------- 2504
0xfffff900c06117e0            0x1011e TYPE_WINDOW             0       2872   2504
0xfffff900c0618a30            0x1011f TYPE_MENU               0     -------- 2504
0xfffff900c0611920            0x10120 TYPE_WINDOW             0       3056   2504
0xfffff900c06190e0            0x10121 TYPE_MENU               0     -------- 2504
0xfffff900c0613f20            0x20122 TYPE_WINDOW             0       1552   2504
0xfffff900c06196d0            0x10123 TYPE_MENU               0     -------- 2504
0xfffff900c06143e0            0x10124 TYPE_WINDOW             0       1552   2504
0xfffff900c0619770            0x10125 TYPE_MENU               0     -------- 2504
0xfffff900c0614510            0x10126 TYPE_WINDOW             0       1552   2504
0xfffff900c061a220            0x10127 TYPE_MENU               0     -------- 2504
0xfffff900c0614730            0x10128 TYPE_WINDOW             0       1552   2504
0xfffff900c061a7e0            0x10129 TYPE_MENU               0     -------- 2504
0xfffff900c0614920            0x1012a TYPE_WINDOW             0       1552   2504
0xfffff900c061ad30            0x1012b TYPE_MENU               0     -------- 2504
0xfffff900c0614a50            0x1012c TYPE_WINDOW             0       1552   2504
0xfffff900c061b2f0            0x1012d TYPE_MENU               0     -------- 2504
0xfffff900c0614b80            0x1012e TYPE_WINDOW             0       1552   2504
0xfffff900c061b980            0x1012f TYPE_MENU               0     -------- 2504
0xfffff900c0614cd0            0x10130 TYPE_WINDOW             0       1552   2504
0xfffff900c061c030            0x10131 TYPE_MENU               0     -------- 2504
0xfffff900c0614e90            0x10132 TYPE_WINDOW             0       1552   2504
0xfffff900c0615bc0            0x10134 TYPE_WINDOW             0       1552   2504
0xfffff900c061d3b0            0x40135 TYPE_INPUTCONTEXT       0       2600   2504
0xfffff900c0615dd0            0x10136 TYPE_WINDOW             0       1552   2504
0xfffff900c06265c0            0x90137 TYPE_MENU               0     -------- 1512
0xfffff900c0616020            0x10138 TYPE_WINDOW             0       1552   2504
0xfffff900c01a92a0            0x70139 TYPE_CURSOR             0     -------- 2504
0xfffff900c0616160            0x1013a TYPE_WINDOW             0       1552   2504
0xfffff900c061c620            0x1013c TYPE_WINDOW             0       1552   2504
0xfffff900c0632fc0            0xb013d TYPE_MENU               0     -------- 1512
0xfffff900c061c780            0x1013e TYPE_WINDOW             0       1552   2504
0xfffff900c061c910            0x10140 TYPE_WINDOW             0       1552   2504
0xfffff900c1f64380           0x210141 TYPE_CURSOR             0     -------- 2504
0xfffff900c061cb90            0x10142 TYPE_WINDOW             0       1552   2504
0xfffff900c1a7f1c0            0x50143 TYPE_CURSOR             0     -------- 2504
0xfffff900c0623070            0x30144 TYPE_WINDOW             0       1552   2504
0xfffff900c2154f80            0x60145 TYPE_TIMER              0     -------- 2504
0xfffff900c0624b80            0x50146 TYPE_WINDOW             0       584    1512
0xfffff900c1aa6d50            0x40147 TYPE_TIMER              0     -------- 2504
0xfffff900c0634bf0            0x30148 TYPE_WINDOW             0       848    1512
0xfffff900c0632970            0xe0149 TYPE_MENU               0     -------- 1512
0xfffff900c0634a80            0x3014a TYPE_WINDOW             0       848    1512
0xfffff900c061cd20            0x4014b TYPE_MENU               0     -------- 2504
0xfffff900c06217c0            0x4014c TYPE_WINDOW             0       1552   2504
0xfffff900c0624fa0            0x4014e TYPE_WINDOW             0       1552   2504
0xfffff900c061fb80            0x4014f TYPE_MENU               0     -------- 2504
0xfffff900c0627ab0            0x40150 TYPE_WINDOW             0       1552   2504
0xfffff900c061cdc0            0x40151 TYPE_MENU               0     -------- 2504
0xfffff900c0623840            0x20152 TYPE_WINDOW             0       2552   2504
0xfffff900c061fae0            0x40153 TYPE_MENU               0     -------- 2504
0xfffff900c0632700            0x20154 TYPE_WINDOW             0       584    1512
0xfffff900c0625320            0x10155 TYPE_INPUTCONTEXT       0       2100   2504
0xfffff900c0632830            0x20156 TYPE_WINDOW             0       584    1512
0xfffff900c01b3c20            0x10157 TYPE_CURSOR             0     -------- 2504
0xfffff900c062ec60            0x20158 TYPE_WINDOW             0       584    1512
0xfffff900c01b1470            0x10159 TYPE_CURSOR             0     -------- 2504
0xfffff900c06251d0            0x1015a TYPE_WINDOW             0       2344   2504
0xfffff900c01b1a40            0x1015b TYPE_CURSOR             0     -------- 2504
0xfffff900c06254b0            0x1015c TYPE_WINDOW             0       1552   2504
0xfffff900c061cef0            0x7015d TYPE_INPUTCONTEXT       0       584    1512
0xfffff900c06255e0            0x1015e TYPE_WINDOW             0       1552   2504
0xfffff900c0625740            0x10160 TYPE_WINDOW             0       1552   2504
0xfffff900c01a9470            0x10161 TYPE_CURSOR             0     -------- 2504
0xfffff900c0626d70            0x10162 TYPE_WINDOW             0       1552   2504
0xfffff900c1a9bbc0            0x30163 TYPE_CURSOR             0     -------- 2504
0xfffff900c0626fc0            0x10164 TYPE_WINDOW             0       1552   2504
0xfffff900c06237f0            0x20165 TYPE_INPUTCONTEXT       0       2552   2504
0xfffff900c06270f0            0x10166 TYPE_WINDOW             0       1552   2504
0xfffff900c0627240            0x10168 TYPE_WINDOW             0       1552   2504
0xfffff900c061f4f0            0x30169 TYPE_INPUTCONTEXT       0       1560   2504
0xfffff900c06273e0            0x1016a TYPE_WINDOW             0       1552   2504
0xfffff900c1a7f120            0x5016b TYPE_CURSOR             0     -------- 2504
0xfffff900c06275b0            0x1016c TYPE_WINDOW             0       1552   2504
0xfffff900c0627740            0x2016e TYPE_WINDOW             0       1552   2504
0xfffff900c0623450            0x2016f TYPE_INPUTCONTEXT       0       3032   2504
0xfffff900c0627970            0x10170 TYPE_WINDOW             0       1552   2504
0xfffff900c1ac62c0            0x30171 TYPE_ACCELTABLE         0     -------- 2504
0xfffff900c06231c0            0x20172 TYPE_WINDOW             0       1312   2504
0xfffff900c062d330            0x40173 TYPE_MENU               0     -------- 1512
0xfffff900c0627c90            0x10174 TYPE_WINDOW             0       2100   2504
0xfffff900c1fa1dc0            0x50175 TYPE_WINEVENTHOOK       0       2940   2504
0xfffff900c0622600            0x10176 TYPE_WINDOW             0       3032   2504
0xfffff900c1aad920            0x40177 TYPE_CURSOR             0     -------- 2504
0xfffff900c0626b90            0x10178 TYPE_WINDOW             0       2788   2504
0xfffff900c22e9b90            0x60179 TYPE_CURSOR             0     -------- 2504
0xfffff900c061f020            0x1017a TYPE_WINDOW             0       2788   2504
0xfffff900c0632a10           0x10017b TYPE_MENU               0     -------- 1512
0xfffff900c061f150            0x1017c TYPE_WINDOW             0       2788   2504
0xfffff900c01aa7c0            0x3017d TYPE_CURSOR             0     -------- 2504
0xfffff900c061f330            0x1017e TYPE_WINDOW             0       2788   2504
0xfffff900c061f2e0            0x4017f TYPE_INPUTCONTEXT       0       2156   2504
0xfffff900c0621c30            0x10180 TYPE_WINDOW             0       1560   2504
0xfffff900c0626720            0x60181 TYPE_MENU               0     -------- 1512
0xfffff900c0621d70            0x10182 TYPE_WINDOW             0       1992   2504
0xfffff900c0621f60            0x10184 TYPE_WINDOW             0       1992   2504
0xfffff900c0623b20            0x70185 TYPE_MENU               0     -------- 2504
0xfffff900c0622090            0x10186 TYPE_WINDOW             0       1992   2504
0xfffff900c0626960            0x30187 TYPE_INPUTCONTEXT       0       1524   2504
0xfffff900c0622350            0x10188 TYPE_WINDOW             0       2920   2504
0xfffff900c061fc90            0x1018a TYPE_WINDOW             0       1560   2504
0xfffff900c062a780            0x3018b TYPE_MENU               0     -------- 1512
0xfffff900c061fdc0            0x1018c TYPE_WINDOW             0       1560   2504
0xfffff900c062a8e0            0x3018d TYPE_MENU               0     -------- 1512
0xfffff900c0620000            0x1018e TYPE_WINDOW             0       1560   2504
0xfffff900c1ab6460            0x2018f TYPE_CURSOR             0     -------- 2504
0xfffff900c0620180            0x10190 TYPE_WINDOW             0       1560   2504
0xfffff900c21773a0            0x20191 TYPE_CURSOR             0     -------- 2504
0xfffff900c061d000            0x20192 TYPE_WINDOW             0       2940   2504
0xfffff900c2171420            0x80193 TYPE_CURSOR             0     -------- 2504
0xfffff900c0624730            0x20194 TYPE_WINDOW             0       2940   2504
0xfffff900c0622230            0x60195 TYPE_INPUTCONTEXT       0       2920   2504
0xfffff900c06207a0            0x20196 TYPE_WINDOW             0       2940   2504
0xfffff900c22e7b90            0x30197 TYPE_CURSOR             0     -------- 2504
0xfffff900c061d1f0            0x10198 TYPE_WINDOW             0       1560   2504
0xfffff900c22d0b90            0x10199 TYPE_CURSOR             0     -------- 2504
0xfffff900c061d4e0            0x2019a TYPE_WINDOW             0       1992   2504
0xfffff900c061d340            0x2019b TYPE_INPUTCONTEXT       0       2928   2504
0xfffff900c061d720            0x1019c TYPE_WINDOW             0       1992   2504
0xfffff900c061da60            0x2019d TYPE_INPUTCONTEXT       0       2948   2504
0xfffff900c061d8c0            0x1019e TYPE_WINDOW             0       1992   2504
0xfffff900c0626450            0x9019f TYPE_MENU               0     -------- 1512
0xfffff900c061dae0            0x301a0 TYPE_WINDOW             0       1560   2504
0xfffff900c0629630            0x601a1 TYPE_INPUTCONTEXT       0       2744   2504
0xfffff900c0628530            0x101a2 TYPE_WINDOW             0       1560   2504
0xfffff900c22f9b90            0x401a3 TYPE_CURSOR             0     -------- 2504
0xfffff900c0628310            0x301a4 TYPE_WINDOW             0       1560   2504
0xfffff900c0629220            0x301a5 TYPE_INPUTCONTEXT       0       2884   2524
0xfffff900c06286d0            0x301a6 TYPE_WINDOW             0       1992   2504
0xfffff900c0629290            0x101a7 TYPE_HOOK               0       1956   2524
0xfffff900c0628b50            0x101a8 TYPE_WINDOW             0       732    2504
0xfffff900c0629320            0x101a9 TYPE_HOOK               0       2496   2524
0xfffff900c0628cb0            0x101aa TYPE_WINDOW             0       732    2504
0xfffff900c06293b0            0x101ab TYPE_HOOK               0       2668   2524
