#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: MemLabs Lab 1
# Investigation Date: 2022-01-16-0854:41
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.111
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-08-0433:36	 Last Accessed: 2022-01-08-0433:36	 Last Modified: 2021-02-28-2153:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw
# File Name: MemoryDump_Lab1.raw	 File Size: 1.07 GBs	 Creation Date: 2022-01-16-0853:49	 Last Accessed: 2022-01-16-0853:50	 Last Modified: 2019-12-11-0838:17	 
# MD5: b9fec1a443907d870cb32b048bda9380	 SHA-256: 88e708413898c98351d1a5a221799fc34460dfecb20e482ca5247b0b113b8cf2	 
#
# Plugin Details
# ======================
# Plugin Name: ldrmodules
# Plugin Description: Detect unlinked DLLs
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw" ldrmodules --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Pid      Process              Base               InLoad InInit InMem MappedPath
     416 winlogon.exe         0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     416 winlogon.exe         0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     416 winlogon.exe         0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     424 wininit.exe          0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     424 wininit.exe          0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     424 wininit.exe          0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     424 wininit.exe          0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
     424 wininit.exe          0x000007fefe710000 True   True   True  \Windows\System32\lpk.dll
     424 wininit.exe          0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     424 wininit.exe          0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     424 wininit.exe          0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     424 wininit.exe          0x000007fefd180000 True   True   True  \Windows\System32\mswsock.dll
     424 wininit.exe          0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     424 wininit.exe          0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     424 wininit.exe          0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     424 wininit.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     424 wininit.exe          0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     424 wininit.exe          0x000007fefe850000 True   True   True  \Windows\System32\usp10.dll
     424 wininit.exe          0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     424 wininit.exe          0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     424 wininit.exe          0x000007fefe740000 True   True   True  \Windows\System32\gdi32.dll
     424 wininit.exe          0x000007fefd170000 True   True   True  \Windows\System32\wship6.dll
     424 wininit.exe          0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     424 wininit.exe          0x00000000ff850000 True   False  True  \Windows\System32\wininit.exe
     424 wininit.exe          0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     424 wininit.exe          0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     424 wininit.exe          0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     424 wininit.exe          0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     424 wininit.exe          0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     484 services.exe         0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     484 services.exe         0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     484 services.exe         0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     484 services.exe         0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     484 services.exe         0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     484 services.exe         0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     484 services.exe         0x000007fefd500000 True   True   True  \Windows\System32\scext.dll
     484 services.exe         0x000007fefe710000 True   True   True  \Windows\System32\lpk.dll
     484 services.exe         0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     484 services.exe         0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     484 services.exe         0x000007fefdb70000 True   True   True  \Windows\System32\srvcli.dll
     484 services.exe         0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     484 services.exe         0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     484 services.exe         0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     484 services.exe         0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     484 services.exe         0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     484 services.exe         0x000007fefd180000 True   True   True  \Windows\System32\mswsock.dll
     484 services.exe         0x000007fefe850000 True   True   True  \Windows\System32\usp10.dll
     484 services.exe         0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     484 services.exe         0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     484 services.exe         0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     484 services.exe         0x000007fefe740000 True   True   True  \Windows\System32\gdi32.dll
     484 services.exe         0x000007fefd170000 True   True   True  \Windows\System32\wship6.dll
     484 services.exe         0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     484 services.exe         0x000007fefcd90000 True   True   True  \Windows\System32\ubpm.dll
     484 services.exe         0x00000000ff770000 True   False  True  \Windows\System32\services.exe
     484 services.exe         0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     484 services.exe         0x000007fefc810000 True   True   True  \Windows\System32\wtsapi32.dll
     484 services.exe         0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     484 services.exe         0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
     484 services.exe         0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     484 services.exe         0x000007fefd460000 True   True   True  \Windows\System32\scesrv.dll
     484 services.exe         0x000007fefd3b0000 True   True   True  \Windows\System32\authz.dll
     492 lsass.exe            0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     492 lsass.exe            0x00000000759b0000 True   True   True  \Windows\System32\msprivs.dll
     492 lsass.exe            0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
     492 lsass.exe            0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     492 lsass.exe            0x000007fefd2f0000 True   True   True  \Windows\System32\netjoin.dll
     492 lsass.exe            0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     492 lsass.exe            0x000007fefd4e0000 True   True   True  \Windows\System32\cryptdll.dll
     492 lsass.exe            0x000007fefcf60000 True   True   True  \Windows\System32\wdigest.dll
     492 lsass.exe            0x000007fefcef0000 True   True   True  \Windows\System32\TSpkg.dll
     492 lsass.exe            0x000007fefd360000 True   True   True  \Windows\System32\ncrypt.dll
     492 lsass.exe            0x000007fef3710000 True   True   True  \Windows\System32\keyiso.dll
     492 lsass.exe            0x000007fefd520000 True   True   True  \Windows\System32\samsrv.dll
     492 lsass.exe            0x000007fefd330000 True   True   True  \Windows\System32\bcrypt.dll
     492 lsass.exe            0x000007fefd940000 True   True   True  \Windows\System32\IPHLPAPI.DLL
     492 lsass.exe            0x000007fefe710000 True   True   True  \Windows\System32\lpk.dll
     492 lsass.exe            0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     492 lsass.exe            0x000007fefd770000 True   True   True  \Windows\System32\sspisrv.dll
     492 lsass.exe            0x000007fefd180000 True   True   True  \Windows\System32\mswsock.dll
     492 lsass.exe            0x000007fefce50000 True   True   True  \Windows\System32\bcryptprimitives.dll
     492 lsass.exe            0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     492 lsass.exe            0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     492 lsass.exe            0x000007fefd3b0000 True   True   True  \Windows\System32\authz.dll
     492 lsass.exe            0x000007fefd1e0000 True   True   True  \Windows\System32\cryptsp.dll
     492 lsass.exe            0x000007fefd060000 True   True   True  \Windows\System32\netlogon.dll
     492 lsass.exe            0x000007fefd3f0000 True   True   True  \Windows\System32\wevtapi.dll
     492 lsass.exe            0x000007fefd200000 True   True   True  \Windows\System32\kerberos.dll
     492 lsass.exe            0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     492 lsass.exe            0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     492 lsass.exe            0x000007fefcea0000 True   True   True  \Windows\System32\pku2u.dll
     492 lsass.exe            0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     492 lsass.exe            0x000007fefe850000 True   True   True  \Windows\System32\usp10.dll
     492 lsass.exe            0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     492 lsass.exe            0x000007fefdba0000 True   True   True  \Windows\System32\netutils.dll
     492 lsass.exe            0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     492 lsass.exe            0x000007fefd2c0000 True   True   True  \Windows\System32\negoexts.dll
     492 lsass.exe            0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     492 lsass.exe            0x000007fefe110000 True   True   True  \Windows\System32\Wldap32.dll
     492 lsass.exe            0x000007fefdac0000 True   True   True  \Windows\System32\userenv.dll
     492 lsass.exe            0x000007fefdb00000 True   True   True  \Windows\System32\logoncli.dll
     492 lsass.exe            0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     492 lsass.exe            0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     492 lsass.exe            0x000007fefd930000 True   True   True  \Windows\System32\winnsi.dll
     492 lsass.exe            0x000007fefe740000 True   True   True  \Windows\System32\gdi32.dll
     492 lsass.exe            0x000007fefd110000 True   True   True  \Windows\System32\msv1_0.dll
     492 lsass.exe            0x000007fefd170000 True   True   True  \Windows\System32\wship6.dll
     492 lsass.exe            0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     492 lsass.exe            0x00000000ffe90000 True   False  True  \Windows\System32\lsass.exe
     492 lsass.exe            0x000007fefcfa0000 True   True   True  \Windows\System32\schannel.dll
     492 lsass.exe            0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     492 lsass.exe            0x000007fefdd20000 True   True   True  \Windows\System32\crypt32.dll
     492 lsass.exe            0x000007fefcdd0000 True   True   True  \Windows\System32\scecli.dll
     492 lsass.exe            0x000007fefd3e0000 True   True   True  \Windows\System32\cngaudit.dll
     492 lsass.exe            0x000007fefd5f0000 True   True   True  \Windows\System32\lsasrv.dll
     492 lsass.exe            0x000007fefd000000 True   True   True  \Windows\System32\dnsapi.dll
     492 lsass.exe            0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     492 lsass.exe            0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     492 lsass.exe            0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     492 lsass.exe            0x000007fefce30000 True   True   True  \Windows\System32\efslsaext.dll
     492 lsass.exe            0x000007fefcf10000 True   True   True  \Windows\System32\rsaenh.dll
     492 lsass.exe            0x000007fef2e50000 True   True   True  \Windows\System32\cryptnet.dll
     492 lsass.exe            0x000007fef5c60000 True   True   True  \Windows\System32\dssenh.dll
     492 lsass.exe            0x000007fefdc80000 True   True   True  \Windows\System32\msasn1.dll
     492 lsass.exe            0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
     500 lsm.exe              0x0000000000210000 False  False  False \Windows\System32\en-US\lsm.exe.mui
     500 lsm.exe              0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     500 lsm.exe              0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     500 lsm.exe              0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     500 lsm.exe              0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     500 lsm.exe              0x000007fefd5e0000 True   True   True  \Windows\System32\wmsgapi.dll
     500 lsm.exe              0x000007fefd760000 True   True   True  \Windows\System32\sysntfy.dll
     500 lsm.exe              0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     500 lsm.exe              0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     500 lsm.exe              0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     500 lsm.exe              0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     500 lsm.exe              0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     500 lsm.exe              0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     500 lsm.exe              0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     500 lsm.exe              0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     500 lsm.exe              0x000007fefce20000 True   True   True  \Windows\System32\pcwum.dll
     500 lsm.exe              0x00000000ff840000 True   False  True  \Windows\System32\lsm.exe
     588 svchost.exe          0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     588 svchost.exe          0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     588 svchost.exe          0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
     588 svchost.exe          0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
     588 svchost.exe          0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     588 svchost.exe          0x000007fefcce0000 True   True   True  \Windows\System32\devrtl.dll
     588 svchost.exe          0x000007fef96e0000 True   True   True  \Windows\System32\wbem\wmiutils.dll
     588 svchost.exe          0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     588 svchost.exe          0x000007fef9900000 True   True   True  \Windows\System32\wbem\wbemsvc.dll
     588 svchost.exe          0x000007fef9f10000 True   True   True  \Windows\System32\wbem\WmiDcPrv.dll
     588 svchost.exe          0x000007fefcd20000 True   True   True  \Windows\System32\umpnpmgr.dll
     588 svchost.exe          0x000007feffcc0000 True   True   True  \Windows\System32\oleaut32.dll
     588 svchost.exe          0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     588 svchost.exe          0x000007fefdc90000 True   True   True  \Windows\System32\devobj.dll
     588 svchost.exe          0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     588 svchost.exe          0x000007fef9b50000 True   True   True  \Windows\System32\ntdsapi.dll
     588 svchost.exe          0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     588 svchost.exe          0x00000000ff9a0000 True   False  True  \Windows\System32\svchost.exe
     588 svchost.exe          0x000007fefe9a0000 True   True   True  \Windows\System32\ole32.dll
     588 svchost.exe          0x000007fefcf10000 True   True   True  \Windows\System32\rsaenh.dll
     588 svchost.exe          0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     588 svchost.exe          0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     588 svchost.exe          0x000007fefd1e0000 True   True   True  \Windows\System32\cryptsp.dll
     588 svchost.exe          0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     588 svchost.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     588 svchost.exe          0x000007fefcd00000 True   True   True  \Windows\System32\SPInf.dll
     588 svchost.exe          0x000007fefce20000 True   True   True  \Windows\System32\pcwum.dll
     588 svchost.exe          0x000007fefe650000 True   True   True  \Windows\System32\clbcatq.dll
     588 svchost.exe          0x000007fefcc50000 True   True   True  \Windows\System32\ntmarta.dll
     588 svchost.exe          0x000007fefa260000 True   True   True  \Windows\System32\wbemcomn.dll
     588 svchost.exe          0x000007fefe470000 True   True   True  \Windows\System32\setupapi.dll
     588 svchost.exe          0x000007fefcc90000 True   True   True  \Windows\System32\umpo.dll
