#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: MemLabs Lab 1
# Investigation Date: 2022-01-16-0854:41
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.111
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-08-0433:36	 Last Accessed: 2022-01-08-0433:36	 Last Modified: 2021-02-28-2153:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw
# File Name: MemoryDump_Lab1.raw	 File Size: 1.07 GBs	 Creation Date: 2022-01-16-0853:49	 Last Accessed: 2022-01-16-0853:50	 Last Modified: 2019-12-11-0838:17	 
# MD5: b9fec1a443907d870cb32b048bda9380	 SHA-256: 88e708413898c98351d1a5a221799fc34460dfecb20e482ca5247b0b113b8cf2	 
#
# Plugin Details
# ======================
# Plugin Name: ldrmodules
# Plugin Description: Detect unlinked DLLs
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\MemoryDump_Lab1.raw" ldrmodules --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Pid      Process              Base               InLoad InInit InMem MappedPath
     852 svchost.exe          0x000007fefdd20000 True   True   True  \Windows\System32\crypt32.dll
     852 svchost.exe          0x000007fef9330000 True   True   True  \Windows\System32\Apphlpdm.dll
     852 svchost.exe          0x000007fefd940000 True   True   True  \Windows\System32\IPHLPAPI.DLL
     852 svchost.exe          0x000007fefdb70000 True   True   True  \Windows\System32\srvcli.dll
     852 svchost.exe          0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     852 svchost.exe          0x000007fefd3b0000 True   True   True  \Windows\System32\authz.dll
     852 svchost.exe          0x000007fefbfd0000 True   True   True  \Windows\System32\shacct.dll
     852 svchost.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     852 svchost.exe          0x000007fef2d40000 True   True   True  \Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9\comctl32.dll
     852 svchost.exe          0x000007fefce20000 True   True   True  \Windows\System32\pcwum.dll
     852 svchost.exe          0x000007fefc050000 True   True   True  \Windows\System32\powrprof.dll
     852 svchost.exe          0x000007fef9280000 True   True   True  \Windows\System32\PortableDeviceConnectApi.dll
     852 svchost.exe          0x000007fefbea0000 True   True   True  \Windows\System32\propsys.dll
     852 svchost.exe          0x000007fefdac0000 True   True   True  \Windows\System32\userenv.dll
     852 svchost.exe          0x000007fef7f20000 True   True   True  \Windows\System32\cscobj.dll
     852 svchost.exe          0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     852 svchost.exe          0x000007fef3df0000 True   True   True  \Windows\System32\netman.dll
     852 svchost.exe          0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     852 svchost.exe          0x000007fef3950000 True   True   True  \Windows\System32\IdListen.dll
     852 svchost.exe          0x000007fef5250000 True   True   True  \Windows\System32\netshell.dll
     852 svchost.exe          0x000007fef3860000 True   True   True  \Windows\System32\hgprint.dll
     852 svchost.exe          0x000007feffcc0000 True   True   True  \Windows\System32\oleaut32.dll
     852 svchost.exe          0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     852 svchost.exe          0x000007fef8d40000 True   True   True  \Windows\System32\rasman.dll
     852 svchost.exe          0x000007fefb580000 True   True   True  \Windows\System32\uxsms.dll
     852 svchost.exe          0x000007fef3b90000 True   True   True  \Windows\System32\netcfgx.dll
     852 svchost.exe          0x000007fef87b0000 True   True   True  \Windows\System32\winspool.drv
     852 svchost.exe          0x000007fefa9e0000 True   True   True  \Windows\System32\rtutils.dll
     852 svchost.exe          0x000007fefb8e0000 True   True   True  \Windows\System32\dsrole.dll
     852 svchost.exe          0x000007fefc830000 True   True   True  \Windows\System32\FirewallAPI.dll
     852 svchost.exe          0x000007fefdc90000 True   True   True  \Windows\System32\devobj.dll
     852 svchost.exe          0x000007fefb8b0000 True   True   True  \Windows\System32\nlaapi.dll
     852 svchost.exe          0x000007fefa6d0000 True   True   True  \Windows\System32\pcasvc.dll
     852 svchost.exe          0x000007fefdae0000 True   True   True  \Windows\System32\samlib.dll
     852 svchost.exe          0x000007fef3d10000 True   True   True  \Windows\System32\rasdlg.dll
     852 svchost.exe          0x000007fefa7b0000 True   True   True  \Windows\System32\aepic.dll
     852 svchost.exe          0x000007fefde90000 True   True   True  \Windows\System32\wintrust.dll
     852 svchost.exe          0x000007fef2bb0000 True   True   True  \Windows\System32\wpdbusenum.dll
     852 svchost.exe          0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     852 svchost.exe          0x000007fefd330000 True   True   True  \Windows\System32\bcrypt.dll
     852 svchost.exe          0x000007fefb5d0000 True   True   True  \Windows\System32\mstask.dll
     852 svchost.exe          0x000007fef5b70000 True   True   True  \Windows\System32\actxprxy.dll
     852 svchost.exe          0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
     852 svchost.exe          0x000007fefe650000 True   True   True  \Windows\System32\clbcatq.dll
     852 svchost.exe          0x000007fef3c60000 True   True   True  \Windows\System32\rasapi32.dll
     852 svchost.exe          0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     876 svchost.exe          0x00000000010e0000 False  False  False \Windows\System32\en-US\FirewallAPI.dll.mui
     876 svchost.exe          0x0000000003ae0000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
     876 svchost.exe          0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
     876 svchost.exe          0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     876 svchost.exe          0x000007fefcce0000 True   True   True  \Windows\System32\devrtl.dll
     876 svchost.exe          0x000007fefb650000 True   True   True  \Windows\System32\es.dll
     876 svchost.exe          0x000007fefd2f0000 True   True   True  \Windows\System32\netjoin.dll
     876 svchost.exe          0x000007fef9900000 True   True   True  \Windows\System32\wbem\wbemsvc.dll
     876 svchost.exe          0x000007fefcf10000 True   True   True  \Windows\System32\rsaenh.dll
     876 svchost.exe          0x000007fefdb30000 True   True   True  \Windows\System32\samcli.dll
     876 svchost.exe          0x000007fef7f90000 True   True   True  \Windows\System32\mspatcha.dll
     876 svchost.exe          0x000007fefdbb0000 True   True   True  \Windows\System32\netapi32.dll
     876 svchost.exe          0x000007fef91c0000 True   True   True  \Windows\System32\wbem\WmiPrvSD.dll
     876 svchost.exe          0x000007fefd3f0000 True   True   True  \Windows\System32\wevtapi.dll
     876 svchost.exe          0x000007fef8980000 True   True   True  \Windows\System32\esent.dll
     876 svchost.exe          0x000007fefe850000 True   True   True  \Windows\System32\usp10.dll
     876 svchost.exe          0x000007fefe470000 True   True   True  \Windows\System32\setupapi.dll
     876 svchost.exe          0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     876 svchost.exe          0x000007fefaee0000 True   True   True  \Windows\System32\fvecerts.dll
     876 svchost.exe          0x000007fefdc80000 True   True   True  \Windows\System32\msasn1.dll
     876 svchost.exe          0x000007fefdb00000 True   True   True  \Windows\System32\logoncli.dll
     876 svchost.exe          0x000007fefb110000 True   True   True  \Windows\System32\ktmw32.dll
     876 svchost.exe          0x000007fef3720000 True   True   True  \Windows\System32\aelupsvc.dll
     876 svchost.exe          0x000007fef9340000 True   True   True  \Windows\System32\wer.dll
     876 svchost.exe          0x000007fefb950000 True   True   True  \Windows\System32\atl.dll
     876 svchost.exe          0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     876 svchost.exe          0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     876 svchost.exe          0x000007fef93c0000 True   True   True  \Windows\System32\nci.dll
     876 svchost.exe          0x000007fefa340000 True   True   True  \Windows\System32\wbem\WMIsvc.dll
     876 svchost.exe          0x000007fefc810000 True   True   True  \Windows\System32\wtsapi32.dll
     876 svchost.exe          0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     876 svchost.exe          0x000007fefd820000 True   True   True  \Windows\System32\sxs.dll
     876 svchost.exe          0x000007fefcc80000 True   True   True  \Windows\System32\version.dll
     876 svchost.exe          0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     876 svchost.exe          0x000007fefcd00000 True   True   True  \Windows\System32\SPInf.dll
     876 svchost.exe          0x000007fef9920000 True   True   True  \Windows\System32\wbem\esscli.dll
     876 svchost.exe          0x000007fefef30000 True   True   True  \Windows\System32\shell32.dll
     876 svchost.exe          0x000007fefb540000 True   True   True  \Windows\System32\xmllite.dll
     876 svchost.exe          0x000007fef9b50000 True   True   True  \Windows\System32\ntdsapi.dll
     876 svchost.exe          0x000007fefc160000 True   True   True  \Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
     876 svchost.exe          0x000007fef9770000 True   True   True  \Windows\System32\rasadhlp.dll
     876 svchost.exe          0x000007fef9d80000 True   True   True  \Windows\System32\wdscore.dll
     876 svchost.exe          0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     876 svchost.exe          0x00000000ff9a0000 True   False  True  \Windows\System32\svchost.exe
     876 svchost.exe          0x000007fefb9a0000 True   True   True  \Windows\System32\gpsvc.dll
     876 svchost.exe          0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     876 svchost.exe          0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     876 svchost.exe          0x000007fefd1e0000 True   True   True  \Windows\System32\cryptsp.dll
     876 svchost.exe          0x000007fefd920000 True   True   True  \Windows\System32\slc.dll
     876 svchost.exe          0x000007fef9120000 True   True   True  \Windows\System32\wbem\wbemess.dll
     876 svchost.exe          0x000007fefcc50000 True   True   True  \Windows\System32\ntmarta.dll
     876 svchost.exe          0x000007fefa260000 True   True   True  \Windows\System32\wbemcomn.dll
     876 svchost.exe          0x000007fefb870000 True   True   True  \Windows\System32\profsvc.dll
     876 svchost.exe          0x000007fefd930000 True   True   True  \Windows\System32\winnsi.dll
     876 svchost.exe          0x000007fefb8f0000 True   True   True  \Windows\System32\themeservice.dll
     876 svchost.exe          0x000007fefaf00000 True   True   True  \Windows\System32\fveapi.dll
     876 svchost.exe          0x000007fefd760000 True   True   True  \Windows\System32\sysntfy.dll
     876 svchost.exe          0x000007fefc130000 True   True   True  \Windows\System32\avrt.dll
     876 svchost.exe          0x000007fefe740000 True   True   True  \Windows\System32\gdi32.dll
     876 svchost.exe          0x000007fefdb70000 True   True   True  \Windows\System32\srvcli.dll
     876 svchost.exe          0x000007fefaf80000 True   True   True  \Windows\System32\shsvcs.dll
     876 svchost.exe          0x000007fefb590000 True   True   True  \Windows\System32\Sens.dll
     876 svchost.exe          0x000007fefdba0000 True   True   True  \Windows\System32\netutils.dll
     876 svchost.exe          0x000007fef9dd0000 True   True   True  \Windows\System32\wbem\fastprox.dll
     876 svchost.exe          0x000007fefdac0000 True   True   True  \Windows\System32\userenv.dll
     876 svchost.exe          0x000007fefd000000 True   True   True  \Windows\System32\dnsapi.dll
     876 svchost.exe          0x000007fefc610000 True   True   True  \Windows\System32\dhcpcsvc.dll
     876 svchost.exe          0x000007fef87b0000 True   True   True  \Windows\System32\winspool.drv
     876 svchost.exe          0x000007fef9840000 True   True   True  \Windows\System32\mmcss.dll
     876 svchost.exe          0x000007fefa080000 True   True   True  \Windows\System32\vsstrace.dll
     876 svchost.exe          0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     876 svchost.exe          0x000007fefded0000 True   True   True  \Windows\System32\cfgmgr32.dll
     876 svchost.exe          0x000007fefd4e0000 True   True   True  \Windows\System32\cryptdll.dll
     876 svchost.exe          0x000007fefe9a0000 True   True   True  \Windows\System32\ole32.dll
     876 svchost.exe          0x000007fefe710000 True   True   True  \Windows\System32\lpk.dll
     876 svchost.exe          0x000007fefdd20000 True   True   True  \Windows\System32\crypt32.dll
     876 svchost.exe          0x000007fefd940000 True   True   True  \Windows\System32\IPHLPAPI.DLL
     876 svchost.exe          0x000007fef5b70000 True   True   True  \Windows\System32\actxprxy.dll
     876 svchost.exe          0x000007fefd180000 True   True   True  \Windows\System32\mswsock.dll
     876 svchost.exe          0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     876 svchost.exe          0x000007fefd3b0000 True   True   True  \Windows\System32\authz.dll
     876 svchost.exe          0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     876 svchost.exe          0x000007fef6040000 True   True   True  \Windows\System32\wuaueng.dll
     876 svchost.exe          0x000007fefd5e0000 True   True   True  \Windows\System32\wmsgapi.dll
     876 svchost.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     876 svchost.exe          0x000007fefad40000 True   True   True  \Windows\System32\wiarpc.dll
     876 svchost.exe          0x000007fefce20000 True   True   True  \Windows\System32\pcwum.dll
     876 svchost.exe          0x000007fef8280000 True   True   True  \Windows\System32\cabinet.dll
     876 svchost.exe          0x000007fefbea0000 True   True   True  \Windows\System32\propsys.dll
     876 svchost.exe          0x000007fef9ac0000 True   True   True  \Windows\System32\resutils.dll
     876 svchost.exe          0x000007fef96e0000 True   True   True  \Windows\System32\wbem\wmiutils.dll
     876 svchost.exe          0x000007fef9b40000 True   True   True  \Windows\System32\sscore.dll
     876 svchost.exe          0x000007fefb150000 True   True   True  \Windows\System32\appinfo.dll
     876 svchost.exe          0x000007fef9760000 True   True   True  \Windows\System32\npmproxy.dll
     876 svchost.exe          0x000007fef9990000 True   True   True  \Windows\System32\wbem\wbemcore.dll
     876 svchost.exe          0x000007fefa5b0000 True   True   True  \Windows\System32\winhttp.dll
     876 svchost.exe          0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     876 svchost.exe          0x000007fefe110000 True   True   True  \Windows\System32\Wldap32.dll
     876 svchost.exe          0x000007feffdf0000 True   True   True  \Windows\System32\shlwapi.dll
     876 svchost.exe          0x000007fef9f50000 True   True   True  \Windows\System32\iphlpsvc.dll
     876 svchost.exe          0x000007fefac40000 True   True   True  \Windows\System32\taskcomp.dll
     876 svchost.exe          0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     876 svchost.exe          0x000007fefa0a0000 True   True   True  \Windows\System32\vssapi.dll
     876 svchost.exe          0x000007fef8960000 True   True   True  \Windows\System32\wbem\NCProv.dll
     876 svchost.exe          0x000007feffcc0000 True   True   True  \Windows\System32\oleaut32.dll
     876 svchost.exe          0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
     876 svchost.exe          0x000007fefaef0000 True   True   True  \Windows\System32\tbs.dll
     876 svchost.exe          0x000007fef8d40000 True   True   True  \Windows\System32\rasman.dll
     876 svchost.exe          0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     876 svchost.exe          0x0000000077e60000 True   True   True  \Windows\System32\psapi.dll
     876 svchost.exe          0x000007fef91a0000 True   True   True  \Windows\System32\ncobjapi.dll
     876 svchost.exe          0x000007fefd7b0000 True   True   True  \Windows\System32\apphelp.dll
     876 svchost.exe          0x000007fefb3d0000 True   True   True  \Windows\System32\FWPUCLNT.DLL
     876 svchost.exe          0x000007fefa9e0000 True   True   True  \Windows\System32\rtutils.dll
     876 svchost.exe          0x000007fef9ff0000 True   True   True  \Windows\System32\browser.dll
     876 svchost.exe          0x000007fefb8e0000 True   True   True  \Windows\System32\dsrole.dll
     876 svchost.exe          0x000007fefc830000 True   True   True  \Windows\System32\FirewallAPI.dll
     876 svchost.exe          0x000007fefbe40000 True   True   True  \Windows\System32\uxtheme.dll
     876 svchost.exe          0x000007fefdc90000 True   True   True  \Windows\System32\devobj.dll
     876 svchost.exe          0x000007fef92a0000 True   True   True  \Windows\System32\wbem\repdrvfs.dll
     876 svchost.exe          0x000007fefb8b0000 True   True   True  \Windows\System32\nlaapi.dll
     876 svchost.exe          0x000007fef9ec0000 True   True   True  \Windows\System32\sqmapi.dll
     876 svchost.exe          0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     876 svchost.exe          0x000007fefdae0000 True   True   True  \Windows\System32\samlib.dll
     876 svchost.exe          0x000007fefb1a0000 True   True   True  \Windows\System32\schedsvc.dll
     876 svchost.exe          0x000007fefde90000 True   True   True  \Windows\System32\wintrust.dll
     876 svchost.exe          0x000007fefd170000 True   True   True  \Windows\System32\wship6.dll
     876 svchost.exe          0x000007fef9780000 True   True   True  \Windows\System32\netprofm.dll
     876 svchost.exe          0x000007fefcd90000 True   True   True  \Windows\System32\ubpm.dll
     876 svchost.exe          0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     876 svchost.exe          0x000007fefa3a0000 True   True   True  \Windows\System32\webio.dll
     876 svchost.exe          0x000007fef9af0000 True   True   True  \Windows\System32\clusapi.dll
     876 svchost.exe          0x000007fefdb50000 True   True   True  \Windows\System32\wkscli.dll
     876 svchost.exe          0x000007fefa040000 True   True   True  \Windows\System32\srvsvc.dll
     876 svchost.exe          0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
     876 svchost.exe          0x000007fefe650000 True   True   True  \Windows\System32\clbcatq.dll
     876 svchost.exe          0x000007fef3c60000 True   True   True  \Windows\System32\rasapi32.dll
     876 svchost.exe          0x000007fefb320000 True   True   True  \Windows\System32\dhcpcsvc6.dll
     472 svchost.exe          0x0000000000210000 False  False  False \Windows\System32\stdole2.tlb
     472 svchost.exe          0x0000000000b00000 False  False  False \Windows\System32\msxml6r.dll
     472 svchost.exe          0x000007fefa3a0000 True   True   True  \Windows\System32\webio.dll
     472 svchost.exe          0x0000000074630000 True   True   True  \Windows\System32\sfc.dll
     472 svchost.exe          0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
     472 svchost.exe          0x000007fef9780000 True   True   True  \Windows\System32\netprofm.dll
     472 svchost.exe          0x000007fefa2f0000 True   True   True  \Windows\System32\pnrpnsp.dll
     472 svchost.exe          0x000007fefe740000 True   True   True  \Windows\System32\gdi32.dll
     472 svchost.exe          0x000007fef9710000 True   True   True  \Windows\System32\wdi.dll
     472 svchost.exe          0x000007fef6b40000 True   True   True  \Program Files\Internet Explorer\ieproxy.dll
     472 svchost.exe          0x000007feffcc0000 True   True   True  \Windows\System32\oleaut32.dll
     472 svchost.exe          0x000007fefd330000 True   True   True  \Windows\System32\bcrypt.dll
     472 svchost.exe          0x000007fefb4d0000 True   True   True  \Windows\System32\nsisvc.dll
     472 svchost.exe          0x000007fefb540000 True   True   True  \Windows\System32\xmllite.dll
     472 svchost.exe          0x000007fefcf10000 True   True   True  \Windows\System32\rsaenh.dll
     472 svchost.exe          0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
     472 svchost.exe          0x000007fef9770000 True   True   True  \Windows\System32\rasadhlp.dll
     472 svchost.exe          0x000007fefd180000 True   True   True  \Windows\System32\mswsock.dll
     472 svchost.exe          0x000007fefce50000 True   True   True  \Windows\System32\bcryptprimitives.dll
     472 svchost.exe          0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
     472 svchost.exe          0x0000000001a80000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
     472 svchost.exe          0x000007fefb5b0000 True   True   True  \Windows\System32\dwmapi.dll
     472 svchost.exe          0x000007fefa7b0000 True   True   True  \Windows\System32\aepic.dll
     472 svchost.exe          0x000007fefd780000 True   True   True  \Windows\System32\sspicli.dll
     472 svchost.exe          0x000007fefb3d0000 True   True   True  \Windows\System32\FWPUCLNT.DLL
     472 svchost.exe          0x000007fefdcb0000 True   True   True  \Windows\System32\KernelBase.dll
     472 svchost.exe          0x000007fefd1e0000 True   True   True  \Windows\System32\cryptsp.dll
     472 svchost.exe          0x000007fefd820000 True   True   True  \Windows\System32\sxs.dll
     472 svchost.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
     472 svchost.exe          0x000007fef9760000 True   True   True  \Windows\System32\npmproxy.dll
     472 svchost.exe          0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
     472 svchost.exe          0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
     472 svchost.exe          0x000007fefc830000 True   True   True  \Windows\System32\FirewallAPI.dll
     472 svchost.exe          0x000007fefd4d0000 True   True   True  \Windows\System32\secur32.dll
     472 svchost.exe          0x000007fefe650000 True   True   True  \Windows\System32\clbcatq.dll
     472 svchost.exe          0x000007fefa450000 True   True   True  \Windows\System32\webservices.dll
     472 svchost.exe          0x000007fefd940000 True   True   True  \Windows\System32\IPHLPAPI.DLL
     472 svchost.exe          0x000007fefbea0000 True   True   True  \Windows\System32\propsys.dll
     472 svchost.exe          0x000007fefb8b0000 True   True   True  \Windows\System32\nlaapi.dll
     472 svchost.exe          0x000007fefb320000 True   True   True  \Windows\System32\dhcpcsvc6.dll
     472 svchost.exe          0x000007fef3cd0000 True   True   True  \Windows\System32\mlang.dll
     472 svchost.exe          0x000007fefce10000 True   True   True  \Windows\System32\credssp.dll
     472 svchost.exe          0x000007fefdc80000 True   True   True  \Windows\System32\msasn1.dll
     472 svchost.exe          0x000007fefe7b0000 True   True   True  \Windows\System32\msvcrt.dll
     472 svchost.exe          0x0000000077b90000 True   True   True  \Windows\System32\user32.dll
     472 svchost.exe          0x00000000ff9a0000 True   False  True  \Windows\System32\svchost.exe
     472 svchost.exe          0x000007fefa020000 True   True   True  \Windows\System32\ssdpapi.dll
     472 svchost.exe          0x000007fefd930000 True   True   True  \Windows\System32\winnsi.dll
     472 svchost.exe          0x000007fefe850000 True   True   True  \Windows\System32\usp10.dll
     472 svchost.exe          0x000007fef9340000 True   True   True  \Windows\System32\wer.dll
     472 svchost.exe          0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
     472 svchost.exe          0x000007fefb950000 True   True   True  \Windows\System32\atl.dll
     472 svchost.exe          0x000007fefa570000 True   True   True  \Windows\System32\fundisc.dll
     472 svchost.exe          0x000007fef9b80000 True   True   True  \Windows\System32\msxml6.dll
     472 svchost.exe          0x000007fefebb0000 True   True   True  \Windows\System32\nsi.dll
     472 svchost.exe          0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
     472 svchost.exe          0x000007fefa7a0000 True   True   True  \Windows\System32\sfc_os.dll
     472 svchost.exe          0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
     472 svchost.exe          0x000007fefa5b0000 True   True   True  \Windows\System32\winhttp.dll
     472 svchost.exe          0x000007fefd170000 True   True   True  \Windows\System32\wship6.dll
     472 svchost.exe          0x000007fefebc0000 True   True   True  \Windows\System32\msctf.dll
     472 svchost.exe          0x000007fefdd20000 True   True   True  \Windows\System32\crypt32.dll
     472 svchost.exe          0x000007fefa380000 True   True   True  \Windows\System32\NapiNSP.dll
     472 svchost.exe          0x000007feffdf0000 True   True   True  \Windows\System32\shlwapi.dll
     472 svchost.exe          0x000007fefd000000 True   True   True  \Windows\System32\dnsapi.dll
     472 svchost.exe          0x000007fefc610000 True   True   True  \Windows\System32\dhcpcsvc.dll
     472 svchost.exe          0x0000000077c90000 True   True   True  \Windows\System32\ntdll.dll
     472 svchost.exe          0x000007fef7ef0000 True   True   True  \Windows\System32\fdWSD.dll
     472 svchost.exe          0x000007fef3c20000 True   True   True  \Windows\System32\fdProxy.dll
     472 svchost.exe          0x000007fefa250000 True   True   True  \Windows\System32\winrnr.dll
     472 svchost.exe          0x000007fefa630000 True   True   True  \Windows\System32\WSDApi.dll
     472 svchost.exe          0x000007fef3c40000 True   True   True  \Windows\System32\fdSSDP.dll
     472 svchost.exe          0x000007fef8d60000 True   True   True  \Windows\System32\fdPHost.dll
     472 svchost.exe          0x000007fefb650000 True   True   True  \Windows\System32\es.dll
     472 svchost.exe          0x000007fefe710000 True   True   True  \Windows\System32\lpk.dll
     472 svchost.exe          0x000007fefe720000 True   True   True  \Windows\System32\sechost.dll
     472 svchost.exe          0x000007fefe9a0000 True   True   True  \Windows\System32\ole32.dll
     472 svchost.exe          0x000007fefcc80000 True   True   True  \Windows\System32\version.dll
     472 svchost.exe          0x000007fef94b0000 True   True   True  \Windows\System32\perftrack.dll
    1044 svchost.exe          0x00000000017a0000 False  False  False \Windows\System32\en-US\KernelBase.dll.mui
    1044 svchost.exe          0x0000000077a70000 True   True   True  \Windows\System32\kernel32.dll
    1044 svchost.exe          0x000007fefdab0000 True   True   True  \Windows\System32\profapi.dll
    1044 svchost.exe          0x000007fefccc0000 True   True   True  \Windows\System32\gpapi.dll
    1044 svchost.exe          0x0000000077e60000 True   True   True  \Windows\System32\psapi.dll
    1044 svchost.exe          0x000007fefd8e0000 True   True   True  \Windows\System32\winsta.dll
    1044 svchost.exe          0x000007fefa3a0000 True   True   True  \Windows\System32\webio.dll
    1044 svchost.exe          0x000007fefd2f0000 True   True   True  \Windows\System32\netjoin.dll
    1044 svchost.exe          0x000007fefcf10000 True   True   True  \Windows\System32\rsaenh.dll
    1044 svchost.exe          0x000007fefdd20000 True   True   True  \Windows\System32\crypt32.dll
    1044 svchost.exe          0x000007feffcc0000 True   True   True  \Windows\System32\oleaut32.dll
    1044 svchost.exe          0x000007fefd330000 True   True   True  \Windows\System32\bcrypt.dll
    1044 svchost.exe          0x000007fefd940000 True   True   True  \Windows\System32\IPHLPAPI.DLL
    1044 svchost.exe          0x000007fefb350000 True   True   True  \Windows\System32\dnsext.dll
    1044 svchost.exe          0x000007fefc960000 True   True   True  \Windows\System32\WSHTCPIP.DLL
    1044 svchost.exe          0x000007fef9770000 True   True   True  \Windows\System32\rasadhlp.dll
    1044 svchost.exe          0x000007fef8980000 True   True   True  \Windows\System32\esent.dll
    1044 svchost.exe          0x000007fefce50000 True   True   True  \Windows\System32\bcryptprimitives.dll
    1044 svchost.exe          0x000007fefe390000 True   True   True  \Windows\System32\advapi32.dll
    1044 svchost.exe          0x00000000ff9a0000 True   False  True  \Windows\System32\svchost.exe
    1044 svchost.exe          0x000007fefe9a0000 True   True   True  \Windows\System32\ole32.dll
    1044 svchost.exe          0x000007feffdf0000 True   True   True  \Windows\System32\shlwapi.dll
    1044 svchost.exe          0x000007fefdfb0000 True   True   True  \Windows\System32\rpcrt4.dll
    1044 svchost.exe          0x000007fefa7d0000 True   True   True  \Windows\System32\nlasvc.dll
    1044 svchost.exe          0x000007feffda0000 True   True   True  \Windows\System32\ws2_32.dll
    1044 svchost.exe          0x000007fefd1e0000 True   True   True  \Windows\System32\cryptsp.dll
    1044 svchost.exe          0x000007fefd3f0000 True   True   True  \Windows\System32\wevtapi.dll
    1044 svchost.exe          0x000007fefe0e0000 True   True   True  \Windows\System32\imm32.dll
    1044 svchost.exe          0x000007fefa410000 True   True   True  \Windows\System32\ncsi.dll
    1044 svchost.exe          0x000007fefb320000 True   True   True  \Windows\System32\dhcpcsvc6.dll
    1044 svchost.exe          0x000007fefd8c0000 True   True   True  \Windows\System32\RpcRtRemote.dll
    1044 svchost.exe          0x000007fefa830000 True   True   True  \Windows\System32\wkssvc.dll
    1044 svchost.exe          0x000007fefe650000 True   True   True  \Windows\System32\clbcatq.dll
    1044 svchost.exe          0x000007fefdb30000 True   True   True  \Windows\System32\samcli.dll
    1044 svchost.exe          0x000007fefb490000 True   True   True  \Windows\System32\dnsrslvr.dll
    1044 svchost.exe          0x000007fefd810000 True   True   True  \Windows\System32\cryptbase.dll
    1044 svchost.exe          0x000007fefbea0000 True   True   True  \Windows\System32\propsys.dll
