Volatility Foundation Volatility Framework 2.6
Module Base        Module Name          Result
------------------ -------------------- ------
0xfffff80002c09000 hal.dll              OK: driver.fffff80002c09000.sys
0xfffff88004aa1000 rasl2tp.sys          OK: driver.fffff88004aa1000.sys
0xfffff88001400000 NETIO.SYS            OK: driver.fffff88001400000.sys
0xfffff88004ea8000 HdAudio.sys          OK: driver.fffff88004ea8000.sys
0xfffff88004e39000 usbhub.sys           OK: driver.fffff88004e39000.sys
0xfffff88002925000 srvnet.sys           OK: driver.fffff88002925000.sys
0xfffff88004fea000 dump_dumpfve.sys     OK: driver.fffff88004fea000.sys
0xfffff880019ac000 disk.sys             OK: driver.fffff880019ac000.sys
0xfffff88004f69000 cdfs.sys             OK: driver.fffff88004f69000.sys
0xfffff88002ac4000 spsys.sys            OK: driver.fffff88002ac4000.sys
0xfffff8800252d000 mrxsmb.sys           OK: driver.fffff8800252d000.sys
0xfffff88001972000 fvevol.sys           OK: driver.fffff88001972000.sys
0xfffff88004fd3000 dump_pciidex.sys     OK: driver.fffff88004fd3000.sys
0xfffff88004e0c000 monitor.sys          OK: driver.fffff88004e0c000.sys
0xfffff88001915000 spldr.sys            OK: driver.fffff88001915000.sys
0xfffff880013f6000 Fs_Rec.sys           OK: driver.fffff880013f6000.sys
0xfffff960000e0000 win32k.sys           OK: driver.fffff960000e0000.sys
0xfffff880014d7000 rdpencdd.sys         OK: driver.fffff880014d7000.sys
0xfffff8000261f000 ntoskrnl.exe         OK: driver.fffff8000261f000.sys
0xfffff88004fb8000 mouhid.sys           OK: driver.fffff88004fb8000.sys
0xfffff880013e5000 pcw.sys              OK: driver.fffff880013e5000.sys
0xfffff88002515000 mpsdrv.sys           OK: driver.fffff88002515000.sys
0xfffff88001499000 VIDEOPRT.SYS         OK: driver.fffff88001499000.sys
0xfffff880049e7000 mouclass.sys         OK: driver.fffff880049e7000.sys
0xfffff88004a60000 CmBatt.sys           OK: driver.fffff88004a60000.sys
0xfffff88004e93000 NDProxy.SYS          OK: driver.fffff88004e93000.sys
0xfffff880015db000 rdprefmp.sys         OK: driver.fffff880015db000.sys
0xfffff88001227000 Ntfs.sys             OK: driver.fffff88001227000.sys
0xfffff88004b3c000 rassstp.sys          OK: driver.fffff88004b3c000.sys
0xfffff8800191d000 rdyboost.sys         OK: driver.fffff8800191d000.sys
0xfffff8800497e000 i8042prt.sys         OK: driver.fffff8800497e000.sys
0xfffff88004fdf000 dump_msahci.sys      OK: driver.fffff88004fdf000.sys
0xfffff88002956000 tcpipreg.sys         OK: driver.fffff88002956000.sys
0xfffff88000f21000 Wdf01000.sys         OK: driver.fffff88000f21000.sys
0xfffff88004b63000 ks.sys               OK: driver.fffff88004b63000.sys
0xfffff88004844000 E1G6032E.sys         OK: driver.fffff88004844000.sys
0xfffff88000da5000 BATTC.SYS            OK: driver.fffff88000da5000.sys
0xfffff88004f86000 hidusb.sys           OK: driver.fffff88004f86000.sys
0xfffff88004800000 VBoxVideo.sys        OK: driver.fffff88004800000.sys
0xfffff960008c0000 VBoxDisp.dll         OK: driver.fffff960008c0000.sys
0xfffff88004929000 dfsc.sys             OK: driver.fffff88004929000.sys
0xfffff88004a0a000 USBPORT.SYS          OK: driver.fffff88004a0a000.sys
0xfffff8800166b000 tcpip.sys            OK: driver.fffff8800166b000.sys
0xfffff88004fad000 HIDPARSE.SYS         OK: driver.fffff88004fad000.sys
0xfffff880015ef000 Npfs.SYS             OK: driver.fffff880015ef000.sys
0xfffff88000db1000 volmgr.sys           OK: driver.fffff88000db1000.sys
0xfffff88004f63000 ksthunk.sys          OK: driver.fffff88004f63000.sys
0xfffff88004868000 HDAudBus.sys         OK: driver.fffff88004868000.sys
0xfffff88000fd4000 msisadrv.sys         OK: driver.fffff88000fd4000.sys
0xfffff88001135000 msrpc.sys            OK: driver.fffff88001135000.sys
0xfffff88001121000 fileinfo.sys         OK: driver.fffff88001121000.sys
0xfffff8800186f000 fwpkclnt.sys         OK: driver.fffff8800186f000.sys
0xfffff88000cf7000 PSHED.dll            OK: driver.fffff88000cf7000.sys
0xfffff880025a7000 mrxsmb20.sys         OK: driver.fffff880025a7000.sys
0xfffff88004958000 tunnel.sys           OK: driver.fffff88004958000.sys
0xfffff880019c2000 CLASSPNP.SYS         OK: driver.fffff880019c2000.sys
0xfffff880018b9000 vmstorfl.sys         OK: driver.fffff880018b9000.sys
0xfffff88004e1a000 psxdrv.sys           OK: driver.fffff88004e1a000.sys
0xfffff88002968000 srv2.sys             OK: driver.fffff88002968000.sys
0xfffff88004a7b000 CompositeBus.sys     OK: driver.fffff88004a7b000.sys
0xfffff88000c5c000 mountmgr.sys         OK: driver.fffff88000c5c000.sys
0xfffff88001654000 Null.SYS             OK: driver.fffff88001654000.sys


#################################################################################################################
# File Details
#################################################################################################################
File Name: kdcom.dll_driver.fffff80000bc2000.sys	 File Size: 10.75 KBs	 Creation Date: 2022-01-08-0444:59	 Last Accessed: 2022-01-08-0444:59	 Last Modified: 2022-01-08-0444:59	 MD5: 7e6364b55777f1f88782e83cee2b05db	 SHA-256: 38d41cf69ee3472c9f009e9ccb22aad21085d2c2013cc398298ef4a72bc0de50	 
File Name: ntoskrnl.exe_driver.fffff8000261f000.sys	 File Size: 5.56 MBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: b235790b475424635596f6d8f1c3749e	 SHA-256: 918099fce711f63f1368d79ae15a8381e1ce1ca1fa3510b1fc028d249cd792e	 
File Name: hal.dll_driver.fffff80002c09000.sys	 File Size: 256.0 KBs	 Creation Date: 2022-01-08-0444:59	 Last Accessed: 2022-01-08-0444:59	 Last Modified: 2022-01-08-0444:59	 MD5: 7796841ca016f087e79163fbe4599ef3	 SHA-256: 9471482f3e84b1b32e293427a65e055724cddfebfed8fdcaf5e35a0199bf046e	 
File Name: volmgrx.sys_driver.fffff88000c00000.sys	 File Size: 356.35 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 9a4d834625c8844a4a1e743dcf5576c1	 SHA-256: da55893205d2cfb25e2026c9eba0d00de66b1b4c1787e0669e76f9d027b7f1ce	 
File Name: mountmgr.sys_driver.fffff88000c5c000.sys	 File Size: 87.55 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 426f3d34da0dc1c2dc1c16dbfee4cb7f	 SHA-256: bb8ebd175399872a487ae3f96c0f8da86251bc0ad5c5d79c17b0ef2de6039357	 
File Name: atapi.sys_driver.fffff88000c76000.sys	 File Size: 16.9 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: bb1ec7de1379e6a243d326044c384da4	 SHA-256: bf1b19d1f3b08763f26ea20cb74609761132e2e6f19fb093e2ad613f8143aab7	 
File Name: PCIIDEX.SYS_driver.fffff88000c7f000.sys	 File Size: 41.47 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: c97d05f7ba6db20c7641a840710c4d47	 SHA-256: 156c74dcbbf95c4b1a2b65a7868ec3fdbde59c4ae57dc8377651809f66b55a0e	 
File Name: amdxata.sys_driver.fffff88000c8f000.sys	 File Size: 19.97 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 5038710211d16b17d967f6607c4b3bc3	 SHA-256: d6d2b348986bab1b1aa31ce3cfbaf942b6a50bd54bc6d1ca58e3c47bf47fae9e	 
File Name: mcupdate.dll_driver.fffff88000ca8000.sys	 File Size: 292.35 KBs	 Creation Date: 2022-01-08-0445:02	 Last Accessed: 2022-01-08-0445:02	 Last Modified: 2022-01-08-0445:02	 MD5: 940e8492a8105d902a0c7e49c2087a8f	 SHA-256: 21243792150bf1cdb7583ef39079070de29658608f00a5863e610c2f3054a0cd	 
File Name: PSHED.dll_driver.fffff88000cf7000.sys	 File Size: 50.18 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 28aec84f9b02ef64d290d68613fe32b5	 SHA-256: e6293fa7f97b21330b662c89d14f2fb7a6fa2834858e7c0698f4f9c16694b31c	 
File Name: CLFS.SYS_driver.fffff88000d0b000.sys	 File Size: 360.45 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 3f174e8adde04eaedfeeca75caf9381b	 SHA-256: 1339c1ea373c9ef9af1dc6d0a412784ab0bfbc3638ea877b00a6f75a1af039e8	 
File Name: pci.sys_driver.fffff88000d69000.sys	 File Size: 177.66 KBs	 Creation Date: 2022-01-08-0445:02	 Last Accessed: 2022-01-08-0445:02	 Last Modified: 2022-01-08-0445:02	 MD5: 8c7a447d9c1d340c79fa0895da10bc10	 SHA-256: de5ea1f01c0d13df7eea3445941a15e460fd182a882941115f2b306cc89199b1	 
File Name: compbatt.sys_driver.fffff88000d9c000.sys	 File Size: 14.34 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 875445f31b175b430497467b95ea54c2	 SHA-256: 54b9fd7436d00d174d3ba76d115394e05d252183d892c6d6498a7a7328b97782	 
File Name: BATTC.SYS_driver.fffff88000da5000.sys	 File Size: 20.99 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 588367a56b7e89547ac14a78d49fb8de	 SHA-256: 14af11bfa028d410e6b442e946a4480ae834a1161646afbe6616f242c18a8e38	 
File Name: volmgr.sys_driver.fffff88000db1000.sys	 File Size: 64.51 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 0c55c261415ad7c0ac5b56a9d1195116	 SHA-256: b07e5f07fbc342fb71a02623cca562e67bdd7d9504bdf956160ec41434e184c1	 
File Name: ataport.SYS_driver.fffff88000dc6000.sys	 File Size: 148.48 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: d8b455ef0c0514608f5931241372443a	 SHA-256: 466fb970c69a5f32d13646309e0c608da56a1b5dc5756930d7293164c5ded8f6	 
File Name: msahci.sys_driver.fffff88000df0000.sys	 File Size: 24.06 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 9c8e3a446f752f2cb95920ed70356b89	 SHA-256: 4861684b71be2651060ddbd088642efa56a21c5b3ef65b8d397237da816297c9	 
File Name: ACPI.sys_driver.fffff88000e00000.sys	 File Size: 327.17 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 12a06df3d797d7ecb0ac00649b3652df	 SHA-256: 7c2bec59f04a0d5ee063a64cee6e6fdfebe3ca959b773a005aa7a8d7b94df614	 
File Name: WMILIB.SYS_driver.fffff88000e57000.sys	 File Size: 9.22 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 42a63c85747ffc2fedbb9952ed1cb199	 SHA-256: 15ddb76b75c9fe6a025c2d702012cf38136e6030f9f90910d5a9478f2361c282	 
File Name: CI.dll_driver.fffff88000e61000.sys	 File Size: 765.95 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 5a794f10cc7eff481458b6484f44c70c	 SHA-256: 8d1870c24333808862a62f503c1eef8fa425c571d67e6a35c6cb515047d51f2	 
File Name: Wdf01000.sys_driver.fffff88000f21000.sys	 File Size: 647.68 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 2117b24cd1b69c7e328dc081c80e6f56	 SHA-256: c541c4246c554e96e132e87d6c83b85f35ba15cc95cd416dd2d526fab1076f42	 
File Name: WDFLDR.SYS_driver.fffff88000fc5000.sys	 File Size: 34.82 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 2a863b5aec8a8fc0177b654ccbf9bc6a	 SHA-256: e207f0709d7f5179b86b8cbda60af158bd6c366f98941ab50571e200a4cd443	 
File Name: msisadrv.sys_driver.fffff88000fd4000.sys	 File Size: 8.19 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 4b8b6ca408b66fe15c02491e23eb1c10	 SHA-256: 2d2775a4589a5f766da4b70991a4caf05c0e27d1c77f061773f074742e0b268a	 
File Name: vdrvroot.sys_driver.fffff88000fde000.sys	 File Size: 29.18 KBs	 Creation Date: 2022-01-08-0445:02	 Last Accessed: 2022-01-08-0445:02	 Last Modified: 2022-01-08-0445:02	 MD5: 36df8a87185c39993480fe3d7838b2ef	 SHA-256: d31834058a101bcc0497798ffff0b367e8fdf4bf07f768957b9eba4a0f60ebbc	 
File Name: partmgr.sys_driver.fffff88000feb000.sys	 File Size: 68.1 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: ac7b8bb581a76967b1997c02938eaa56	 SHA-256: 5744a278880e617beb6ef38a2f524e5a9393d4a7eff3425a0fd70200ccc5c70	 
File Name: cng.sys_driver.fffff88001000000.sys	 File Size: 448.0 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 3901c34c43debaaa23d81639561b47bc	 SHA-256: 216e5f56d59f763e778147068e29237d50c03d63f6d837d2c9aaa19eec7e4f0d	 
File Name: VBoxGuest.sys_driver.fffff88001072000.sys	 File Size: 231.94 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: a2dff50aa4aad718322d5ea63642d077	 SHA-256: 6454c438690ad209dd3f94c1f54adfe41aa00ef2a0734c300d4ddfbee44b1721	 
File Name: TDI.SYS_driver.fffff880010be000.sys	 File Size: 26.62 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 01137f25f578cb325ebb2ed336d9f54f	 SHA-256: af16081874fa1d7aa0eb4415771c4883d530d5df8866d81a54c3942583f52cef	 
File Name: fltmgr.sys_driver.fffff880010d5000.sys	 File Size: 282.62 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: bf8257707b80a352c20aa737c5101f2d	 SHA-256: 7bafab43d438244b2fa99910ef9d900310b9e7697ff3e5567471b732d1c487ef	 
File Name: fileinfo.sys_driver.fffff88001121000.sys	 File Size: 62.98 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: 4280f98e30794e9d59474adbd2373721	 SHA-256: e6503456dcb1fc2bf4ef4fe69a7b4bade8d6023bf2b3bd80a34f320dc7c872ec	 
File Name: msrpc.sys_driver.fffff88001135000.sys	 File Size: 359.94 KBs	 Creation Date: 2022-01-08-0445:04	 Last Accessed: 2022-01-08-0445:04	 Last Modified: 2022-01-08-0445:04	 MD5: e687b611281f3a4554c54b9f45e534d3	 SHA-256: 917735aca9fe687ef76bb100531c03001ba44e44aa8856c27b99699aea7da49	 
File Name: rdbss.sys_driver.fffff88001193000.sys	 File Size: 309.25 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 6787824217737427eca4a07679d5db3b	 SHA-256: d8ba07ff45d57a767e55554dbe87dd410a03889dc389fa174d983fc4ac08d2e6	 
File Name: tdx.sys_driver.fffff88001200000.sys	 File Size: 119.3 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: a045d66886568296207f2aa02f2b45fd	 SHA-256: 14da7b7c0d74d79c2428cbb4f23a7f7dcb14b7460b98d8441c28e7d81159673f	 
File Name: Ntfs.sys_driver.fffff88001227000.sys	 File Size: 1.65 MBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: 3751a7ddfdf20254200d1be05b9f6757	 SHA-256: 67c36f8f7d6bece25b5647714eab86aeb8790137357309547da8840c98559484	 
File Name: ksecdd.sys_driver.fffff880013ca000.sys	 File Size: 88.58 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 962fffea44a14428b1e75ac91539baa0	 SHA-256: 7298f14b5b47f9e1ee3224b55f15a48937e9ac06206914f4058039c7dcd95f81	 
File Name: pcw.sys_driver.fffff880013e5000.sys	 File Size: 43.52 KBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: bc8498c69d969180379df26f16b65da5	 SHA-256: d7031a626c8e32afcf6906833c2aae23a27baeb427fa81f7bb944977150517cd	 
File Name: Fs_Rec.sys_driver.fffff880013f6000.sys	 File Size: 15.87 KBs	 Creation Date: 2022-01-08-0445:02	 Last Accessed: 2022-01-08-0445:02	 Last Modified: 2022-01-08-0445:02	 MD5: d92feda49e87eb56d68706d4f7e29c2a	 SHA-256: ea059ba9b42804605e2f12778ab38b3e1d565efccee1a946107b961c84693378	 
File Name: NETIO.SYS_driver.fffff88001400000.sys	 File Size: 369.15 KBs	 Creation Date: 2022-01-08-0445:02	 Last Accessed: 2022-01-08-0445:02	 Last Modified: 2022-01-08-0445:02	 MD5: b438d34a07c659a83ab613e2a33d99ba	 SHA-256: cc46ba9f672186170ab224ef7bce5b122f10de118326d1fef5d851d553d08377	 
File Name: ksecpkg.sys_driver.fffff88001460000.sys	 File Size: 145.92 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 86a105123218fc2ed7faf124e7321115	 SHA-256: 1167e809e1caa46e5b81ec64cd5b23431671199d77d3aca0d7fff06cdcd8f46b	 
File Name: vga.sys_driver.fffff8800148b000.sys	 File Size: 29.18 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: be3cb5466804194f70126ef4ebf94f42	 SHA-256: d7451afe2bd3e614fc927777a2042658d744ac1a8ce6bd09a473e6df2335c127	 
File Name: VIDEOPRT.SYS_driver.fffff88001499000.sys	 File Size: 129.02 KBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: da3604bfa84061099a74f73671d193b7	 SHA-256: 8546cdc2db3ce9f1de23da113b4369ca6dab8f38066e3a4b46c0612b67f6c37c	 
File Name: watchdog.sys_driver.fffff880014be000.sys	 File Size: 42.5 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 43e8796921242bfade655e1d780b42ae	 SHA-256: e90fa687aa9efa688573f6a9210e1ed327d4dfab05ccc424c17eafef5932a69b	 
File Name: RDPCDD.sys_driver.fffff880014ce000.sys	 File Size: 7.68 KBs	 Creation Date: 2022-01-08-0445:01	 Last Accessed: 2022-01-08-0445:01	 Last Modified: 2022-01-08-0445:01	 MD5: 049983f731e72a5b9a254afe6fe5cb09	 SHA-256: 4608a256ec93714b42f0965e33d95a48273ca185bd8731d58e44a35f213381e0	 
File Name: rdpencdd.sys_driver.fffff880014d7000.sys	 File Size: 7.68 KBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: fd23501e43f32f9dea5abf7c0f219578	 SHA-256: 36ec1cdba073f8cbe7b87de313e0ebdd52ffe3a58ec3b47e38d66fde033ce07b	 
File Name: ndis.sys_driver.fffff880014e8000.sys	 File Size: 944.64 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 2c8c95196a3509ac03aa77ca53cdfe2a	 SHA-256: 6a1f1433a8479d2f46044e8dd423c39e33b086326564bc8b5d195e8245f842ec	 
File Name: rdprefmp.sys_driver.fffff880015db000.sys	 File Size: 8.19 KBs	 Creation Date: 2022-01-08-0445:03	 Last Accessed: 2022-01-08-0445:03	 Last Modified: 2022-01-08-0445:03	 MD5: 48aa2c1a548cd438a7c16b0885b41a54	 SHA-256: e1a0b70b23466bc0bf938c377cb640100b3abfdc5b199d4c7510ff3e999df778	 
File Name: Msfs.SYS_driver.fffff880015e4000.sys	 File Size: 26.11 KBs	 Creation Date: 2022-01-08-0445:00	 Last Accessed: 2022-01-08-0445:00	 Last Modified: 2022-01-08-0445:00	 MD5: 4c464acc3504714419daf38baa3b2fad	 SHA-256: afa8da06f668f5842bccaadab3aa166c80ceb54c64bcb59de7077151bdb50fc	 
